Ticker,Model,window,units,batch,lr,val_MSE,val_RMSE,val_MAE,best_epoch
SAN,LSTM,20,64,32,0.001,7.082141382852569e-05,0.008415545961405337,0.006876202300190926,49
SAN,GRU,20,64,32,0.001,5.8029749197885394e-05,0.007617725986006939,0.00576968165114522,18
SAN,LSTM,20,64,32,0.0005,4.264277595211752e-05,0.006530143639470538,0.00490619707852602,95
SAN,GRU,20,64,32,0.0005,6.835277599748224e-05,0.008267573767283981,0.006274712271988392,11
SAN,LSTM,20,64,64,0.001,0.0001703901361906901,0.013053357276604748,0.009985407814383507,16
SAN,GRU,20,64,64,0.001,8.441306272288784e-05,0.009187658174033678,0.007106089033186436,8
SAN,LSTM,20,64,64,0.0005,0.00011082170385634527,0.010527188791711928,0.007915953174233437,2
SAN,GRU,20,64,64,0.0005,8.005264680832624e-05,0.008947214472020118,0.006675133015960455,41
SAN,LSTM,20,128,32,0.001,5.01163158332929e-05,0.0070792878055135535,0.005510163959115744,53
SAN,GRU,20,128,32,0.001,5.50359945918899e-05,0.007418624845070001,0.005371507722884417,4
SAN,LSTM,20,128,32,0.0005,4.032799188280478e-05,0.0063504324169937265,0.004794532433152199,89
SAN,GRU,20,128,32,0.0005,6.34324096608907e-05,0.007964446601044589,0.006007662508636713,14
SAN,LSTM,20,128,64,0.001,0.0001509389403508976,0.01228572099434533,0.009486673399806023,5
SAN,GRU,20,128,64,0.001,7.02153192833066e-05,0.008379458173611621,0.006183593068271875,12
SAN,LSTM,20,128,64,0.0005,0.00017568109615240246,0.013254474570966684,0.009936533868312836,2
SAN,GRU,20,128,64,0.0005,5.371871520765126e-05,0.007329305233625576,0.005211242474615574,22
SAN,LSTM,30,32,32,0.001,4.4321739551378414e-05,0.006657457438946073,0.004961052443832159,96
SAN,GRU,30,32,32,0.001,5.977648834232241e-05,0.007731525615447601,0.005863161291927099,16
SAN,LSTM,30,32,32,0.0005,4.659369733417407e-05,0.006825957612978128,0.005185460206121206,120
SAN,GRU,30,32,32,0.0005,4.919955972582102e-05,0.007014239782458326,0.00512651726603508,20
SAN,LSTM,30,32,64,0.001,6.360964471241459e-05,0.007975565479162878,0.00610538013279438,120
SAN,GRU,30,32,64,0.001,6.073426629882306e-05,0.007793219251299366,0.005814892705529928,23
SAN,LSTM,30,32,64,0.0005,0.00012100234016543254,0.01100010637064172,0.00841445941478014,120
SAN,GRU,30,32,64,0.0005,9.676956688053906e-05,0.009837152376604678,0.007649424951523542,7
SAN,LSTM,30,64,32,0.001,4.448622712516226e-05,0.006669799631560326,0.005023810546845198,84
SAN,GRU,30,64,32,0.001,4.871648343396373e-05,0.006979719438055067,0.005139967426657677,26
SAN,LSTM,30,64,32,0.0005,4.700498902820982e-05,0.0068560184530243075,0.005171755328774452,67
SAN,GRU,30,64,32,0.0005,6.64758263155818e-05,0.008153270896737199,0.006440600845962763,38
SAN,LSTM,30,64,64,0.001,5.20637295267079e-05,0.007215520045478905,0.0056014470756053925,120
SAN,GRU,30,64,64,0.001,6.119871977716684e-05,0.007822961061974349,0.005934314802289009,36
SAN,LSTM,30,64,64,0.0005,6.653445598203689e-05,0.008156865573370501,0.006302213296294212,120
SAN,GRU,30,64,64,0.0005,4.4935630285181105e-05,0.006703404380251955,0.0050512924790382385,16
SAN,LSTM,30,128,32,0.001,4.6346107410499826e-05,0.006807797544764373,0.0052170781418681145,40
SAN,GRU,30,128,32,0.001,4.6591398131567985e-05,0.006825789194779457,0.004964841529726982,16
SAN,LSTM,30,128,32,0.0005,4.1918330680346116e-05,0.006474436707571255,0.004907331429421902,58
SAN,GRU,30,128,32,0.0005,5.3701416618423536e-05,0.007328125041129111,0.0054038409143686295,16
SAN,LSTM,30,128,64,0.001,4.876162711298093e-05,0.006982952607098299,0.0053062429651618,119
SAN,GRU,30,128,64,0.001,4.988655564375222e-05,0.007063041529238818,0.005253675859421492,6
SAN,LSTM,30,128,64,0.0005,5.904498539166525e-05,0.007684073489475829,0.005879153031855822,120
SAN,GRU,30,128,64,0.0005,4.86347489641048e-05,0.006973861840049945,0.005115651059895754,11
