Date,Close,High,Low,Open,Volume
2001-05-16,4.809428215026856e+16,4.809428215026856e+16,4.686646856491636e+16,4773492135147612.0,13166993.0
2001-05-17,4896273136138916.0,4941193084076433.0,4863331682444676.0,4866326603268108.0,14779264.0
2001-05-18,4932208061218262.0,4938197307301769.0,4857341593386747.0,4881298874983334.0,11028223.0
2001-05-21,4878304958343506.0,4902262243409222.0,4812422350097133.0,4.884294205294284e+16,7378711.0
2001-05-22,4818410873413086.0,4908251050495473.0,4815416250387433.0,4893277340842088.0,10133752.0
2001-05-23,4803439140319824.0,4893279051547968.0,4788466019956909.0,4809428685727654.0,7066693.0
2001-05-24,4806433200836182.0,4.857342395477724e+16,4794454409428554.0,4797449032964808.0,5008184.0
2001-05-25,4716593265533447.0,483338506876586.0,4680657188879194.0,4815417030438733.0,8522777.0
2001-05-28,4779481410980225.0,4806433320741488.0,4.71958804697316e+16,4743545333123462.0,4905810.0
2001-05-29,4791460990905762.0,4800444863216535.0,4737556865253122.0,4779482197228731.0,5765425.0
2001-05-30,4794455528259277.0,4857343528983946.0,4737557073267444.0,4764508988645822.0,10466346.0
2001-05-31,4821409225463867.0,484237190011917.0,4755526576156171.0,4773494625469686.0,10133176.0
2001-06-01,4785470485687256.0,4.81242239447691e+16,4752529329891591.0,4.81242239447691e+16,10064417.0
2001-06-04,4845363616943359.0,4857342408382812.0,478547055153393.0,478547055153393.0,4423429.0
2001-06-05,4848358631134033.0,4851352957473306.0,4767502604832547.0,4851352957473306.0,7759214.0
2001-06-06,4839373588562012.0,4875309360346109.0,4827394799792282.0,4851351782806651.0,6179453.0
2001-06-07,4.812423706054688e+16,4878306332864272.0,4.812423706054688e+16,4839375919452504.0,9832308.0
2001-06-08,4851354598999023.0,4887290986169143.0,4821408055584666.0,4836381475923203.0,9124002.0
2001-06-11,4833386421203613.0,4863332961953143.0,4809429129151451.0,4812423753500135.0,11396282.0
2001-06-12,4731566905975342.0,4848358714776991.0,4731566905975342.0,4848358714776991.0,9813030.0
2001-06-13,4803439140319824.0,4815417933872819.0,4752530233823249.0,477948214773916.0,7376362.0
2001-06-14,4791460990905762.0,4791460990905762.0,4746540737563895.0,4776487275862473.0,6166622.0
2001-06-15,4758518218994141.0,4803437865423276.0,4689640991817677.0,4773491335382991.0,12275392.0
2001-06-18,4617770195007324.0,4713599350811792.0,4602796777939382.0,4701620557704907.0,12892997.0
2001-06-19,4668680191040039.0,4686648236269564.0,4626755148521445.0,4644723193750969.0,29515500.0
2001-06-20,4686647415161133.0,4710605002778237.0,4530924879225973.0,467167429447878.0,9548628.0
2001-06-21,4671674728393555.0,4716594689138212.0,4656701606320467.0,4707610518631662.0,13237490.0
2001-06-22,462974739074707.0,4731566063144053.0,4566859710699377.0,4.671672708953913e+16,11572198.0
2001-06-25,4620763778686523.0,4692635931245478.0,4587822920411777.0,4620763778686523.0,10165850.0
2001-06-26,4477020740509033.0,4611780600903096.0,4459052996933278.0,4608785976973803.0,17405385.0
2001-06-27,4486003398895264.0,4539907503258239.0,4483008478711863.0,4.521939171208032e+16,16727348.0
2001-06-28,4524935722351074.0,4527930643810708.0,4420122686406832.0,4500978728775409.0,28072722.0
2001-06-29,4.5758442878723144e+16,4578838911455658.0,4471030976142207.0,4563865496276324.0,22566625.0
2001-07-02,4722583770751953.0,4725578395060539.0,4530925139638335.0,4557877352940974.0,14779285.0
2001-07-03,4671674728393555.0,4737557357303231.0,4611781348313112.0,4722583937967446.0,16567025.0
2001-07-04,4527929306030273.0,4626753064383038.0,4500977398957937.0,4611779650559479.0,17536950.0
2001-07-05,4.444078922271729e+16,4515951079795303.0,4435095051212594.0,4.480015298296141e+16,26094349.0
2001-07-06,4297340393066406.0,4417126813391885.0,4210495126856962.0,4417126813391885.0,25558785.0
2001-07-09,4327286720275879.0,4432100323382098.0,424044174944842.0,4432100323382098.0,19800477.0
2001-07-10,4259509086608887.0,4395066041082224.0,4.235410039255672e+16,4361930262126245.0,11639416.0
2001-07-11,4139012336730957.0,4259507837173862.0,4090814256162398.0,4259507837173862.0,24046322.0
2001-07-12,4081777095794678.0,4.274569710837112e+16,4.036591359349584e+16,4190222923067203.0,24036767.0
2001-07-13,4081777095794678.0,4081777095794678.0,4081777095794678.0,4081777095794678.0,0.0
2001-07-16,4.280596256256104e+16,4322769668469146.0,4223360825675082.0,4247459875650874.0,11613447.0
2001-07-17,428360652923584.0,428360652923584.0,4.211309414260168e+16,4235408452585392.0,15455272.0
